id,downloaded
732067,1.0
529940,1.0
321521,1.0
251431,1.0
924902,1.0
245699,1.0
922404,1.0
832494,1.0
541286,1.0
163737,1.0
481050,1.0
527966,1.0
933484,1.0
474736,1.0
145402,1.0
635030,1.0
676727,1.0
532258,1.0
241821,1.0
431745,1.0
582945,1.0
274171,1.0
910737,1.0
212544,1.0
289682,1.0
502662,1.0
169383,1.0
958303,1.0
107043,1.0
670660,1.0
991117,1.0
294363,1.0
970981,1.0
885582,1.0
702528,1.0
832402,1.0
841959,1.0
353417,1.0
731485,1.0
827140,1.0
507815,1.0
875178,1.0
461152,1.0
437715,1.0
429781,1.0
771095,1.0
548759,1.0
392737,1.0
989717,1.0
690870,1.0
660563,1.0
402705,1.0
680257,1.0
445581,1.0
498681,1.0
364883,1.0
123446,1.0
437215,1.0
156149,1.0
971500,1.0
999763,1.0
445607,1.0
256062,1.0
791570,1.0
952273,1.0
457288,1.0
728904,1.0
790577,1.0
115395,1.0
131559,1.0
822341,1.0
545614,1.0
760299,1.0
700831,1.0
628209,1.0
798868,1.0
100241,1.0
202611,1.0
445214,1.0
381180,1.0
352248,1.0
559545,1.0
410227,1.0
670090,1.0
623726,1.0
645743,1.0
613272,1.0
284135,1.0
314686,1.0
472706,1.0
185976,1.0
966401,1.0
198742,1.0
825604,1.0
114573,1.0
113837,1.0
614560,1.0
478608,1.0
103686,1.0
897305,1.0
349293,1.0
625278,1.0
464342,1.0
328839,1.0
523398,1.0
221589,1.0
612528,1.0
643370,1.0
609033,1.0
296131,1.0
373067,1.0
729626,1.0
216901,1.0
723555,1.0
104317,1.0
311965,1.0
307521,1.0
201871,1.0
778457,1.0
381406,1.0
350798,1.0
451588,1.0
425220,1.0
629818,1.0
682656,1.0
348054,1.0
245296,1.0
974371,1.0
267717,1.0
978296,1.0
940365,1.0
969919,1.0
203746,1.0
671601,1.0
306519,1.0
742520,1.0
133564,1.0
280023,1.0
560747,1.0
398278,1.0
861986,1.0
985536,1.0
563268,1.0
905845,1.0
678740,1.0
819640,1.0
796177,1.0
868312,1.0
586103,1.0
409897,1.0
933795,1.0
845433,1.0
144667,1.0
317610,1.0
431864,1.0
924937,1.0
393060,1.0
564675,1.0
868419,1.0
888142,1.0
123616,1.0
742979,1.0
329813,1.0
384400,1.0
312946,1.0
789304,1.0
454405,1.0
303016,1.0
488737,1.0
473038,1.0
434189,1.0
267737,1.0
512095,1.0
989938,1.0
587037,1.0
813479,1.0
472287,1.0
507124,1.0
815983,1.0
580224,1.0
984595,1.0
784758,1.0
558250,1.0
200215,1.0
748747,1.0
752614,1.0
558046,1.0
983879,1.0
450668,1.0
553986,1.0
885761,1.0
983850,1.0
627120,1.0
350095,1.0
707589,1.0
807469,1.0
724802,1.0
439425,1.0
520504,1.0
922671,1.0
892586,1.0
765382,1.0
192274,1.0
268840,1.0
704944,1.0
661668,1.0
490639,1.0
472953,1.0
731582,1.0
985899,1.0
709366,1.0
119299,1.0
734196,1.0
938592,1.0
417998,1.0
576455,1.0
719910,1.0
550081,1.0
665557,1.0
749263,1.0
542993,1.0
548056,1.0
235085,1.0
901625,1.0
985504,1.0
799486,1.0
992361,1.0
446051,1.0
270461,1.0
182198,1.0
513513,1.0
334871,1.0
653558,1.0
411270,1.0
782915,1.0
524783,1.0
135593,1.0
889369,1.0
644252,1.0
777511,1.0
550803,1.0
382513,1.0
656186,1.0
762682,1.0
274280,1.0
729421,1.0
488050,1.0
579434,1.0
292923,1.0
508412,1.0
706570,1.0
480942,1.0
561596,1.0
475525,1.0
631407,1.0
488966,1.0
575827,1.0
738035,1.0
869540,1.0
926764,1.0
183852,1.0
845978,1.0
329050,1.0
519499,1.0
209844,1.0
665917,1.0
636602,1.0
842694,1.0
915502,1.0
107913,1.0
475898,1.0
529430,1.0
366457,1.0
573312,1.0
848289,1.0
869900,1.0
990486,1.0
401019,1.0
795290,1.0
356572,1.0
377283,1.0
969918,1.0
651313,1.0
502406,1.0
785134,1.0
913920,1.0
139915,1.0
759508,1.0
846616,1.0
930272,1.0
319890,1.0
432841,1.0
743691,1.0
683972,1.0
958872,1.0
250610,1.0
153542,1.0
599188,1.0
814709,1.0
655361,1.0
315036,1.0
120115,1.0
943679,1.0
934144,1.0
938286,1.0
125689,1.0
932053,1.0
973018,1.0
282717,1.0
765166,1.0
992139,1.0
900519,1.0
222874,1.0
539819,1.0
159813,1.0
607205,1.0
262158,1.0
255965,1.0
210760,1.0
717577,1.0
495387,1.0
205607,1.0
763746,1.0
910013,1.0
695157,1.0
187192,1.0
641092,1.0
469189,1.0
725675,1.0
918726,1.0
142902,1.0
615680,1.0
587311,1.0
611719,1.0
262918,1.0
309790,1.0
442565,1.0
640042,1.0
417333,1.0
513580,1.0
938836,1.0
141870,1.0
214707,1.0
546186,1.0
911833,1.0
685183,1.0
214079,1.0
769607,1.0
834710,1.0
950456,1.0
430572,1.0
131808,1.0
107264,1.0
252271,1.0
782749,1.0
829051,1.0
873069,1.0
425689,1.0
670047,1.0
697661,1.0
554781,1.0
757263,1.0
594564,1.0
720319,1.0
728230,1.0
186981,1.0
770426,1.0
837087,1.0
374351,1.0
416039,1.0
203270,1.0
270650,1.0
917718,1.0
374446,1.0
354366,1.0
437005,1.0
628610,1.0
959681,1.0
132983,1.0
370323,1.0
149219,1.0
908571,1.0
557493,1.0
457597,1.0
200727,1.0
940466,1.0
264168,1.0
537823,1.0
475766,1.0
195356,1.0
786980,1.0
314136,1.0
622139,1.0
426626,1.0
195173,1.0
504890,1.0
616327,1.0
487357,1.0
171748,1.0
336158,1.0
345550,1.0
315118,1.0
203724,1.0
279391,1.0
522337,1.0
194595,1.0
257154,1.0
840083,1.0
115325,1.0
584854,1.0
386473,1.0
962296,1.0
681786,1.0
896327,1.0
174450,1.0
187684,1.0
211922,1.0
591852,1.0
452122,1.0
149359,1.0
193572,1.0
161571,1.0
654261,1.0
850021,1.0
463308,1.0
700731,1.0
996247,1.0
911183,1.0
217334,1.0
211089,1.0
490193,1.0
410458,1.0
220139,1.0
770838,1.0
978351,1.0
697086,1.0
410701,1.0
832906,1.0
718547,1.0
731074,1.0
132125,1.0
936728,1.0
987294,1.0
611416,1.0
653582,1.0
764387,1.0
661617,1.0
222380,1.0
243159,1.0
555207,1.0
186820,1.0
436855,1.0
989020,1.0
570714,1.0
647595,1.0
147588,1.0
653307,1.0
237478,1.0
787240,1.0
270089,1.0
461331,1.0
406806,1.0
455692,1.0
715242,1.0
167285,1.0
155095,1.0
523044,1.0
387921,1.0
437603,1.0
779623,1.0
498704,1.0
970504,1.0
224517,1.0
164222,1.0
611312,1.0
635474,1.0
319122,1.0
875792,1.0
868909,1.0
457802,1.0
295713,1.0
568465,1.0
913436,1.0
566316,1.0
775224,1.0
696136,1.0
806867,1.0
200617,1.0
880003,1.0
260169,1.0
728084,1.0
906695,1.0
930884,1.0
302802,1.0
214070,1.0
421933,1.0
661297,1.0
884618,1.0
533669,1.0
623757,1.0
300908,1.0
144951,1.0
780429,1.0
350062,1.0
357319,1.0
168875,1.0
547915,1.0
409311,1.0
927384,1.0
431135,1.0
674297,1.0
245806,1.0
727724,1.0
611687,1.0
155607,1.0
545843,1.0
895292,1.0
668534,1.0
521044,1.0
899516,1.0
479531,1.0
911507,1.0
343016,1.0
392007,1.0
638771,1.0
970436,1.0
261578,1.0
422135,1.0
250183,1.0
163733,1.0
123796,1.0
595377,1.0
237860,1.0
905915,1.0
597077,1.0
450474,1.0
982628,1.0
471897,1.0
547186,1.0
960249,1.0
813612,1.0
213947,1.0
653176,1.0
600897,1.0
171424,1.0
911487,1.0
490192,1.0
111638,1.0
260582,1.0
755445,1.0
797335,1.0
781099,1.0
996737,1.0
742878,1.0
338002,1.0
591390,1.0
119665,1.0
371822,1.0
816668,1.0
667026,1.0
908380,1.0
327436,1.0
273582,1.0
277748,1.0
738850,1.0
875077,1.0
559889,1.0
226338,1.0
269590,1.0
613373,1.0
958539,1.0
521319,1.0
319847,1.0
726179,1.0
337820,1.0
666973,1.0
727340,1.0
346716,1.0
157472,1.0
507113,1.0
995464,1.0
499380,1.0
567397,1.0
518695,1.0
596211,1.0
622534,1.0
405706,1.0
714482,1.0
430191,1.0
122760,1.0
323929,1.0
735972,1.0
858178,1.0
464730,1.0
901839,1.0
537450,1.0
650887,1.0
823889,1.0
611612,1.0
140916,1.0
569773,1.0
742945,1.0
671489,1.0
816967,1.0
860586,1.0
292327,1.0
239706,1.0
225357,1.0
228870,1.0
120914,1.0
599357,1.0
276607,1.0
711409,1.0
376596,1.0
446019,1.0
113481,1.0
824067,1.0
349486,1.0
518146,1.0
134097,1.0
124845,1.0
313240,1.0
422308,1.0
700848,1.0
985991,1.0
311177,1.0
885139,1.0
305073,1.0
500637,1.0
691263,1.0
310692,1.0
470821,1.0
734441,1.0
551319,1.0
196773,1.0
744962,1.0
639532,1.0
370126,1.0
307780,1.0
118711,1.0
367758,1.0
777683,1.0
559350,1.0
696468,1.0
367514,1.0
323400,1.0
333265,1.0
981998,1.0
451751,1.0
237172,1.0
789631,1.0
948592,1.0
853698,1.0
452651,1.0
935925,1.0
480183,1.0
100207,1.0
221685,1.0
552433,1.0
968948,1.0
206964,1.0
843370,1.0
339508,1.0
891374,1.0
644207,1.0
316264,1.0
719614,1.0
956397,1.0
998458,1.0
739599,1.0
855235,1.0
604181,1.0
524462,1.0
415509,1.0
963890,1.0
868941,1.0
234228,1.0
766867,1.0
138938,1.0
289419,1.0
343458,1.0
431521,1.0
433182,1.0
656401,1.0
718816,1.0
876654,1.0
262208,1.0
242514,1.0
855205,1.0
322116,1.0
403848,1.0
789468,1.0
113549,1.0
540355,1.0
478770,1.0
793226,1.0
782642,1.0
871390,1.0
712245,1.0
180893,1.0
519417,1.0
175986,1.0
525897,1.0
572495,1.0
711835,1.0
704352,1.0
371513,1.0
146069,1.0
486423,1.0
764119,1.0
360643,1.0
692715,1.0
724488,1.0
226560,1.0
300381,1.0
637729,1.0
179170,1.0
622017,1.0
930935,1.0
698360,1.0
526690,1.0
490073,1.0
144836,1.0
734499,1.0
695302,1.0
435818,1.0
900091,1.0
811558,1.0
565467,1.0
883037,1.0
389813,1.0
198099,1.0
400811,1.0
322526,1.0
131238,1.0
770550,1.0
852146,1.0
178712,1.0
459219,1.0
914180,1.0
561384,1.0
388227,1.0
551566,1.0
787042,1.0
845789,1.0
156982,1.0
313466,1.0
331203,1.0
552591,1.0
939889,1.0
479453,1.0
570475,1.0
546215,1.0
308069,1.0
314461,1.0
158173,1.0
293816,1.0
458091,1.0
988044,1.0
463626,1.0
144739,1.0
967006,1.0
603933,1.0
890938,1.0
771142,1.0
472247,1.0
699247,1.0
689176,1.0
189566,1.0
689875,1.0
908518,1.0
244502,1.0
710644,1.0
648739,1.0
789437,1.0
701166,1.0
518684,1.0
505493,1.0
996249,1.0
376562,1.0
714172,1.0
981034,1.0
647871,1.0
812758,1.0
508640,1.0
409449,1.0
754068,1.0
259720,1.0
947931,1.0
164336,1.0
423478,1.0
661749,1.0
603897,1.0
899657,1.0
557122,1.0
115758,1.0
440218,1.0
559792,1.0
564066,1.0
964034,1.0
958359,1.0
708380,1.0
245651,1.0
113073,1.0
692093,1.0
707550,1.0
156269,1.0
501397,1.0
287637,1.0
747747,1.0
519644,1.0
722559,1.0
412860,1.0
445754,1.0
225601,1.0
968444,1.0
877882,1.0
928963,1.0
470037,1.0
138778,1.0
360827,1.0
835561,1.0
979502,1.0
139340,1.0
279096,1.0
495395,1.0
783112,1.0
161191,1.0
480375,1.0
103800,1.0
340609,1.0
743091,1.0
716420,1.0
779893,1.0
171243,1.0
651361,1.0
640515,1.0
557244,1.0
301152,1.0
596337,1.0
826702,1.0
309925,1.0
386253,1.0
917165,1.0
769792,1.0
754952,1.0
654587,1.0
410745,1.0
193065,1.0
687023,1.0
332016,1.0
973950,1.0
116766,1.0
494267,1.0
484271,1.0
397780,1.0
674728,1.0
513160,1.0
555842,1.0
679345,1.0
464881,1.0
362497,1.0
848658,1.0
942267,1.0
357508,1.0
386622,1.0
353253,1.0
151651,1.0
968947,1.0
808755,1.0
909448,1.0
568261,1.0
918059,1.0
572320,1.0
121277,1.0
834722,1.0
366970,1.0
659789,1.0
155859,1.0
509220,1.0
953700,1.0
459970,1.0
472621,1.0
361536,1.0
555973,1.0
678213,1.0
667712,1.0
570987,1.0
390028,1.0
732911,1.0
269193,1.0
312318,1.0
505048,1.0
288424,1.0
773242,1.0
980190,1.0
820802,1.0
842018,1.0
596245,1.0
821434,1.0
259640,1.0
336801,1.0
935569,1.0
142333,1.0
293031,1.0
196751,1.0
643337,1.0
898656,1.0
207328,1.0
161729,1.0
175551,1.0
195087,1.0
446472,1.0
469745,1.0
253993,1.0
902879,1.0
235255,1.0
272060,1.0
661406,1.0
300467,1.0
100408,1.0
597166,1.0
355184,1.0
128489,1.0
574077,1.0
252230,1.0
274739,1.0
509345,1.0
588514,1.0
906143,1.0
351261,1.0
232171,1.0
845102,1.0
517507,1.0
678412,1.0
622254,1.0
748222,1.0
727994,1.0
649753,1.0
239025,1.0
365277,1.0
996884,1.0
217574,1.0
951932,1.0
579528,1.0
412341,1.0
895501,1.0
344130,1.0
829088,1.0
109720,1.0
399734,1.0
699473,1.0
763429,1.0
816501,1.0
263574,1.0
543012,1.0
992510,1.0
736749,1.0
264831,1.0
994718,1.0
756027,1.0
404721,1.0
875477,1.0
973861,1.0
222383,1.0
690576,1.0
408893,1.0
836991,1.0
882991,1.0
304470,1.0
241588,1.0
601399,1.0
935781,1.0
393795,1.0
477502,1.0
358466,1.0
699756,1.0
968901,1.0
870984,1.0
780080,1.0
293524,1.0
163191,1.0
910968,1.0
443797,1.0
396897,1.0
797343,1.0
237976,1.0
971234,1.0
653776,1.0
190368,1.0
698353,1.0
449534,1.0
703777,1.0
614832,1.0
267633,1.0
747569,1.0
530236,1.0
779847,1.0
653869,1.0
494916,1.0
157595,1.0
972864,1.0
272738,1.0
522462,1.0
239581,1.0
394466,1.0
630084,1.0
416454,1.0
229083,1.0
103783,1.0
742706,1.0
550411,1.0
545865,1.0
749051,1.0
962307,1.0
610102,1.0
650243,1.0
833242,1.0
184694,1.0
490038,1.0
516670,1.0
143981,1.0
836317,1.0
497925,1.0
834932,1.0
800872,1.0
711983,1.0
830019,1.0
616931,1.0
313393,1.0
590764,1.0
675413,1.0
133364,1.0
